datetime,data,trend,seasonal,residual
2011-01-01 00:00:00,13,305.67642025335226,0.8269254997409866,0.0514298229435094
2011-01-01 01:00:00,32,305.7077352490742,0.8269254997409866,0.12658351940733117
2011-01-01 02:00:00,27,305.7390502447961,0.8269254997409866,0.10679390512779491
2011-01-01 03:00:00,10,305.7703652404016,0.8269254997409866,0.03954924740606382
2011-01-01 04:00:00,1,305.8016802361235,0.8269254997409866,0.0039545197446258585
2011-01-01 05:00:00,1,305.8329952318454,0.8269254997409866,0.003954114831582414
2011-01-01 06:00:00,0,305.86431022756733,0.8269254997409866,0.0
2011-01-01 07:00:00,2,305.89562522317283,0.8269254997409866,0.007906610508412753
2011-01-01 08:00:00,7,305.92694021889474,0.8269254997409866,0.027670304128749535
2011-01-01 09:00:00,6,305.95825521461666,0.8269254997409866,0.02371497604962956
2011-01-01 10:00:00,24,305.98957021022215,0.8269254997409866,0.09485019622879537
2011-01-01 11:00:00,30,306.0208852060605,0.8269254997409866,0.11855061280728216
2011-01-01 12:00:00,55,306.052200201666,0.8269254997409866,0.21732055182095436
2011-01-01 13:00:00,47,306.0835151973879,0.8269254997409866,0.18569128996614515
2011-01-01 14:00:00,71,306.1148301931098,0.8269254997409866,0.28048367829358456
2011-01-01 15:00:00,70,306.1461451888317,0.8269254997409866,0.27650491799638066
2011-01-01 16:00:00,52,306.1774601844372,0.8269254997409866,0.20538264524326025
2011-01-01 17:00:00,52,306.20877518015914,0.8269254997409866,0.20536164141457064
2011-01-01 18:00:00,26,306.24009017588105,0.8269254997409866,0.10267032094071549
2011-01-01 19:00:00,31,306.27140517148655,0.8269254997409866,0.12240209703693564
2011-01-01 20:00:00,25,306.3027201673249,0.8269254997409866,0.09870127677717867
2011-01-01 21:00:00,31,306.3340351629304,0.8269254997409866,0.12237707192901363
2011-01-01 22:00:00,17,306.3653501586523,0.8269254997409866,0.06710314756784233
2011-01-01 23:00:00,24,306.3966651543742,0.8269254997409866,0.09472417320136746
2011-01-02 00:00:00,13,306.4279801499797,0.8269254997409866,0.05130368370388751
2011-01-02 01:00:00,16,306.4592951457016,0.8269254997409866,0.06313654317366071
2011-01-02 02:00:00,8,306.49061014142353,0.8269254997409866,0.031565046168964425
2011-01-02 03:00:00,4,306.52192513714544,0.8269254997409866,0.01578091070506547
2011-01-02 04:00:00,1,306.55324013275094,0.8269254997409866,0.003944824663767489
2011-01-02 06:00:00,2,306.61587012419477,0.8269254997409866,0.007888037771454474
2011-01-02 07:00:00,1,306.6471851199167,0.8269254997409866,0.00394361612013692
2011-01-02 08:00:00,8,306.6785001156386,0.8269254997409866,0.03154570749439627
2011-01-02 09:00:00,19,306.7098151112441,0.8269254997409866,0.07491340587813627
2011-01-02 10:00:00,46,306.741130106966,0.8269254997409866,0.1813507825720772
2011-01-02 11:00:00,54,306.7724451026879,0.8269254997409866,0.2128683175229468
2011-01-02 12:00:00,73,306.80376009840984,0.8269254997409866,0.2877370573598262
2011-01-02 13:00:00,64,306.83507509401534,0.8269254997409866,0.25223688019380036
2011-01-02 14:00:00,55,306.86639008973725,0.8269254997409866,0.21674394844737885
2011-01-02 15:00:00,55,306.89770508545917,0.8269254997409866,0.2167218324924339
2011-01-02 16:00:00,67,306.92902008106466,0.8269254997409866,0.2639796601886847
2011-01-02 17:00:00,58,306.960335076903,0.8269254997409866,0.22849639307167077
2011-01-02 18:00:00,43,306.9916500725085,0.8269254997409866,0.1693852182375619
2011-01-02 19:00:00,29,307.0229650682304,0.8269254997409866,0.11422489090605417
2011-01-02 20:00:00,17,307.0542800639523,0.8269254997409866,0.0669525899365023
2011-01-02 21:00:00,20,307.08559505967423,0.8269254997409866,0.07875972053970928
2011-01-02 22:00:00,9,307.11691005527973,0.8269254997409866,0.035438260432949155
2011-01-02 23:00:00,8,307.14822505100165,0.8269254997409866,0.03149746431991162
2011-01-03 00:00:00,5,307.17954004672356,0.8269254997409866,0.01968390834639529
2011-01-03 01:00:00,2,307.21085504232906,0.8269254997409866,0.007872760760793369
