datetime,data,trend,seasonal,residual
2011-01-01 00:00:00,3,19.1294639758853,0.2959282557274659,0.5299464893750013
2011-01-01 01:00:00,8,19.131334439669445,0.2959282557274659,1.4130524711857482
2011-01-01 02:00:00,5,19.133204903460864,0.2959282557274659,0.8830714569075544
2011-01-01 03:00:00,3,19.135075367252284,0.2959282557274659,0.5297910817218634
2011-01-01 04:00:00,0,19.136945831036428,0.2959282557274659,0.0
2011-01-01 05:00:00,0,19.138816294827848,0.2959282557274659,0.0
2011-01-01 06:00:00,2,19.14068675861199,0.2959282557274659,0.35309051012619325
2011-01-01 07:00:00,1,19.14255722240341,0.2959282557274659,0.17652800441558353
2011-01-01 08:00:00,1,19.14442768619483,0.2959282557274659,0.17651075713894288
2011-01-01 09:00:00,8,19.146298149978975,0.2959282557274659,1.41194810585803
2011-01-01 10:00:00,12,19.14816861376312,0.2959282557274659,2.117715272333539
2011-01-01 11:00:00,26,19.15003907755454,0.2959282557274659,4.587934923637313
2011-01-01 12:00:00,29,19.151909541345958,0.2959282557274659,5.11681224992308
2011-01-01 13:00:00,47,19.153780005130102,0.2959282557274659,8.291954850369743
2011-01-01 14:00:00,35,19.15565046892152,0.2959282557274659,6.174257047431314
2011-01-01 15:00:00,40,19.157520932705665,0.2959282557274659,7.055604820168635
2011-01-01 16:00:00,41,19.159391396497085,0.2959282557274659,7.231288906519869
2011-01-01 17:00:00,15,19.161261860288505,0.2959282557274659,2.645335247637321
2011-01-01 18:00:00,9,19.16313232407265,0.2959282557274659,1.587046225983291
2011-01-01 19:00:00,6,19.165002787856793,0.2959282557274659,1.0579275557496175
2011-01-01 20:00:00,11,19.166873251648212,0.2959282557274659,1.9393445762733075
2011-01-01 21:00:00,3,19.168743715432356,0.2959282557274659,0.5288605465304649
2011-01-01 22:00:00,11,19.170614179223776,0.2959282557274659,1.9389661352105392
2011-01-01 23:00:00,15,19.172484643015196,0.2959282557274659,2.6437867773541903
2011-01-02 00:00:00,4,19.17435510679934,0.2959282557274659,0.7049410333876015
2011-01-02 01:00:00,1,19.176225570583483,0.2959282557274659,0.1762180682243179
2011-01-02 02:00:00,1,19.178096034374903,0.2959282557274659,0.17620088145481708
2011-01-02 03:00:00,2,19.179966498166323,0.2959282557274659,0.3523673960749675
2011-01-02 04:00:00,2,19.181836961950467,0.2959282557274659,0.3523330359428081
2011-01-02 06:00:00,0,19.18557788952603,0.2959282557274659,0.0
2011-01-02 07:00:00,0,19.18744835331745,0.2959282557274659,0.0
2011-01-02 08:00:00,0,19.18931881710887,0.2959282557274659,0.0
2011-01-02 09:00:00,1,19.191189280893013,0.2959282557274659,0.17608066787431256
2011-01-02 10:00:00,7,19.193059744677157,0.2959282557274659,1.2324445552634742
2011-01-02 11:00:00,16,19.194930208468577,0.2959282557274659,2.8167416201522864
2011-01-02 12:00:00,20,19.196800672259997,0.2959282557274659,3.5205839593521855
2011-01-02 13:00:00,11,19.19867113604414,0.2959282557274659,1.9361325281996034
2011-01-02 14:00:00,4,19.20054159983556,0.2959282557274659,0.7039796056400681
2011-01-02 15:00:00,19,19.202412063619704,0.2959282557274659,3.343577404705222
2011-01-02 16:00:00,9,19.204282527411124,0.2959282557274659,1.5836455639271296
2011-01-02 17:00:00,7,19.206152991202543,0.2959282557274659,1.2316043713704101
2011-01-02 18:00:00,10,19.208023454986687,0.2959282557274659,1.7592634837212782
2011-01-02 19:00:00,1,19.20989391877083,0.2959282557274659,0.17590921845643445
2011-01-02 20:00:00,5,19.21176438256225,0.2959282557274659,0.8794604593811155
2011-01-02 21:00:00,11,19.213634846346395,0.2959282557274659,1.934624654937181
2011-01-02 22:00:00,0,19.215505310137814,0.2959282557274659,0.0
2011-01-02 23:00:00,0,19.217375773929234,0.2959282557274659,0.0
2011-01-03 00:00:00,0,19.219246237713378,0.2959282557274659,0.0
2011-01-03 01:00:00,0,19.22111670149752,0.2959282557274659,0.0
2011-01-03 04:00:00,0,19.226728092864505,0.2959282557274659,0.0
2011-01-03 05:00:00,0,19.228598556655925,0.2959282557274659,0.0
2011-01-03 06:00:00,0,19.23046902044007,0.2959282557274659,0.0
2011-01-03 07:00:00,1,19.23233948423149,0.2959282557274659,0.17570391936210253
2011-01-03 08:00:00,1,19.234209948022908,0.2959282557274659,0.17568683273259886
2011-01-03 09:00:00,7,19.236080411807052,0.2959282557274659,1.2296882459825307
2011-01-03 10:00:00,11,19.237950875591196,0.2959282557274659,1.9321793638564737
2011-01-03 11:00:00,10,19.239821339382615,0.2959282557274659,1.7563559277782903
2011-01-03 12:00:00,13,19.241691803174035,0.2959282557274659,2.2830407526441836
2011-01-03 13:00:00,8,19.24356226695818,0.2959282557274659,1.4048115952769022
2011-01-03 14:00:00,11,19.2454327307496,0.2959282557274659,1.9314282097336917
2011-01-03 15:00:00,14,19.247303194533742,0.2959282557274659,2.457942470391572
2011-01-03 16:00:00,9,19.249173658325162,0.2959282557274659,1.5799523331633796
2011-01-03 17:00:00,11,19.251044122116582,0.2959282557274659,1.9308652273046192
2011-01-03 18:00:00,9,19.252914585900726,0.2959282557274659,1.5796453413453444
2011-01-03 19:00:00,8,19.25478504968487,0.2959282557274659,1.4039927912619496
2011-01-03 20:00:00,3,19.25665551347629,0.2959282557274659,0.5264461562679682
2011-01-03 21:00:00,3,19.258525977260433,0.2959282557274659,0.5263950257468284
2011-01-03 22:00:00,0,19.260396441051853,0.2959282557274659,0.0
2011-01-03 23:00:00,1,19.262266904843273,0.2959282557274659,0.17543093149811617
2011-01-04 00:00:00,0,19.264137368627416,0.2959282557274659,0.0
2011-01-04 01:00:00,0,19.26600783241156,0.2959282557274659,0.0
2011-01-04 02:00:00,0,19.26787829620298,0.2959282557274659,0.0
2011-01-04 04:00:00,0,19.271619223778544,0.2959282557274659,0.0
2011-01-04 05:00:00,0,19.273489687569963,0.2959282557274659,0.0
2011-01-04 06:00:00,0,19.275360151354107,0.2959282557274659,0.0
